feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	pvalue	padj	stat	layer	significant	direction	comparison	reference	contrast	method	protein_label	protein_base	gene	feature_type	mapping_class	mapping_source	include_in_gene_level_concordance	protein_key
ENY2-M-V	-0.19257911195263	-0.0658081139556515	-4.21064006823034	2.91293094865505e-05	8.67681559173846e-05	0.78381208763595	2.91293094865505e-05	8.67681559173846e-05	-4.21064006823034	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ENY2-M-V	ENY2	ENY2	total	unique	curated_rppa_dict	TRUE	eny2
EPPK1-M-E	0.79975385475	-0.8237728386875	1.48224179100285	0.202689488134049	0.257968439443335	-4.63036352150441	0.202689488134049	0.257968439443335	1.48224179100285	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	EPPK1-M-E	EPPK1	EPPK1	total	unique	curated_rppa_dict	TRUE	eppk1
HER2-M-V	0.0700713170926381	0.155147891289246	0.764240717590975	0.445006513170391	0.494451681300435	-7.67109156223615	0.445006513170391	0.494451681300435	0.764240717590975	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	HER2-M-V	HER2	ERBB2	total	unique	curated_rppa_dict	TRUE	her2
HER3-R-V	0.432479671981505	0.08249573849	7.13960088694851	5.42855819074147e-12	3.79999073351903e-11	16.1221979240305	5.42855819074147e-12	3.79999073351903e-11	7.13960088694851	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	HER3-R-V	HER3	ERBB3	total	unique	curated_rppa_dict	TRUE	her3
ERCC1-M-V	-0.0235420063183313	-0.0493026705852	-1.22975746821988	0.219250175252297	0.277783027468974	-7.19565716931803	0.219250175252297	0.277783027468974	-1.22975746821988	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ERCC1-M-V	ERCC1	ERCC1	total	unique	curated_rppa_dict	TRUE	ercc1
ERCC5-R-C	0.0497583866030518	-0.0519630768222135	1.84756641387484	0.0651280736281262	0.0980422613756738	-6.26026191426497	0.0651280736281262	0.0980422613756738	1.84756641387484	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ERCC5-R-C	ERCC5	ERCC5	total	unique	curated_rppa_dict	TRUE	ercc5
MIG-6-M-V	-0.0798089388206799	0.0546337113583203	-3.91927641532236	9.84210663117125e-05	0.000275578985672795	-0.371018083871578	9.84210663117125e-05	0.000275578985672795	-3.91927641532236	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MIG-6-M-V	MIG-6	ERRFI1	total	unique	curated_rppa_dict	TRUE	mig6
ER-alpha-R-V	4.08979106715836	-0.06561210680573	28.3166514143347	7.62065477732425e-115	2.13378333765079e-112	251.570250296388	7.62065477732425e-115	2.13378333765079e-112	28.3166514143347	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ER-alpha-R-V	ER-alpha	ESR1	total	unique	curated_rppa_dict	TRUE	eralpha
ETS-1-R-V	-0.0404182965676483	0.103732906281397	-1.38573540475294	0.166312170433528	0.215589850561981	-7.00405020428266	0.166312170433528	0.215589850561981	-1.38573540475294	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ETS-1-R-V	ETS-1	ETS1	total	unique	curated_rppa_dict	TRUE	ets1
FASN-R-V	0.752042158936843	0.130619595939953	6.95656631610328	8.66615618837439e-12	5.77743745891626e-11	15.3673665642912	8.66615618837439e-12	5.77743745891626e-11	6.95656631610328	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	FASN-R-V	FASN	FASN	total	unique	curated_rppa_dict	TRUE	fasn
Fibronectin-R-V	0.0946443789025432	0.048526370330063	1.10258478700751	0.270623485354686	0.33387871455704	-7.35560294543027	0.270623485354686	0.33387871455704	1.10258478700751	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Fibronectin-R-V	Fibronectin	FN1	total	unique	curated_rppa_dict	TRUE	fibronectin
FoxM1-R-V	-0.649977314531288	0.121540512399922	-12.695019615595	4.39799440984968e-33	1.53929804344739e-31	63.8970909248281	4.39799440984968e-33	1.53929804344739e-31	-12.695019615595	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	FoxM1-R-V	FoxM1	FOXM1	total	unique	curated_rppa_dict	TRUE	foxm1
FOXO3a-R-C	-0.0481098168894793	0.0391418104375981	-2.00462770544616	0.0454251676626231	0.0710561281873434	-5.95938745762132	0.0454251676626231	0.0710561281873434	-2.00462770544616	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	FOXO3a-R-C	FOXO3a	FOXO3	total	unique	curated_rppa_dict	TRUE	foxo3a
G6PD-M-V	-0.115380474446366	0.0480244293143642	-2.65761847438765	0.00806670415948635	0.0150578477643745	-4.44973945392312	0.00806670415948635	0.0150578477643745	-2.65761847438765	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	G6PD-M-V	G6PD	G6PD	total	unique	curated_rppa_dict	TRUE	g6pd
GAB2-R-V	-0.122145576925064	0.146835391826138	-1.98298398591025	0.0477978505552126	0.0743522119747752	-6.00228939629566	0.0477978505552126	0.0743522119747752	-1.98298398591025	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GAB2-R-V	GAB2	GAB2	total	unique	curated_rppa_dict	TRUE	gab2
GAPDH-M-C	-0.410103732245704	0.172996944487049	-4.97553411123933	8.37988286104652e-07	3.40053217549714e-06	4.18495621564666	8.37988286104652e-07	3.40053217549714e-06	-4.97553411123933	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GAPDH-M-C	GAPDH	GAPDH	total	unique	curated_rppa_dict	TRUE	gapdh
GATA3-M-V	1.832407267621	0.0520705711032182	21.8387838058402	2.28256621644775e-79	3.19559270302685e-77	170.078838311815	2.28256621644775e-79	3.19559270302685e-77	21.8387838058402	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GATA3-M-V	GATA3	GATA3	total	unique	curated_rppa_dict	TRUE	gata3
GATA6-R-E	-0.226616693198929	-0.0961924669352433	-5.39368854079796	9.73723189665377e-08	4.13094686524705e-07	6.26578434553986	9.73723189665377e-08	4.13094686524705e-07	-5.39368854079796	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GATA6-R-E	GATA6	GATA6	total	unique	curated_rppa_dict	TRUE	gata6
IGFBP2-R-V	0.858317399774006	0.265948546355181	9.87905722487644	1.63786245908678e-21	2.86625930340187e-20	37.4556136969254	1.63786245908678e-21	2.86625930340187e-20	9.87905722487644	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	IGFBP2-R-V	IGFBP2	IGFBP2	total	unique	curated_rppa_dict	TRUE	igfbp2
INPP4B-G-C	1.02645739737976	0.0864997423993559	13.852981241579	3.15738817743006e-38	2.21017172420104e-36	75.6921825137031	3.15738817743006e-38	2.21017172420104e-36	13.852981241579	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	INPP4B-G-C	INPP4B	INPP4B	total	unique	curated_rppa_dict	TRUE	inpp4b
IRF-1-R-C	-0.00321004233389096	-0.0254177467900314	-0.146933144515575	0.883231233432289	0.902572063361464	-7.95230171500709	0.883231233432289	0.902572063361464	-0.146933144515575	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	IRF-1-R-C	IRF-1	IRF1	total	unique	curated_rppa_dict	TRUE	irf1
IRS1-R-V	0.206658605710815	0.0443336387452904	6.78877561574248	2.59157509556995e-11	1.6125356150213e-10	14.2934237242322	2.59157509556995e-11	1.6125356150213e-10	6.78877561574248	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	IRS1-R-V	IRS1	IRS1	total	unique	curated_rppa_dict	TRUE	irs1
CD49b-M-V	0.0374584135289453	-0.0130104257994505	1.09775804600897	0.272724510044309	0.33387871455704	-7.36090512375237	0.272724510044309	0.33387871455704	1.09775804600897	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	CD49b-M-V	CD49b	ITGA2	total	unique	curated_rppa_dict	TRUE	cd49b
Jak2-R-V	-0.126372032124153	-0.026425791383438	-3.76557493773312	0.00018152950141233	0.000466314315554609	-0.948437251725996	0.00018152950141233	0.000466314315554609	-3.76557493773312	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Jak2-R-V	Jak2	JAK2	total	unique	curated_rppa_dict	TRUE	jak2
GCN5L2-R-V	-0.0947318402175746	-0.0864141576526688	-2.13351959477662	0.0332631700156237	0.0544660093823078	-5.69438262256492	0.0332631700156237	0.0544660093823078	-2.13351959477662	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GCN5L2-R-V	GCN5L2	KAT2A	total	unique	curated_rppa_dict	TRUE	gcn5l2
VEGFR2-R-C	0.42336131212379	0.0075378869154589	6.97395559298153	7.90229222342097e-12	5.39668737209237e-11	15.4735650778748	7.90229222342097e-12	5.39668737209237e-11	6.97395559298153	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	VEGFR2-R-C	VEGFR2	KDR	total	unique	curated_rppa_dict	TRUE	vegfr2
c-Kit-R-V	-0.456592298781395	0.231816747375589	-5.43650885203708	7.74602111504422e-08	3.33674755724982e-07	6.4875378896886	7.74602111504422e-08	3.33674755724982e-07	-5.43650885203708	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	c-Kit-R-V	c-Kit	KIT	total	unique	curated_rppa_dict	TRUE	ckit
Lck-R-V	-0.28470155462594	0.132920017947802	-6.18254551108148	1.12623602967297e-09	5.9499261944987e-09	10.6042894784374	1.12623602967297e-09	5.9499261944987e-09	-6.18254551108148	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Lck-R-V	Lck	LCK	total	unique	curated_rppa_dict	TRUE	lck
MEK1-R-V	0.0756140477346607	0.113789776109498	2.1740867960086	0.03006569470593	0.0498129853116001	-5.60760783851824	0.03006569470593	0.0498129853116001	2.1740867960086	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MEK1-R-V	MEK1	MAP2K1	total	unique	curated_rppa_dict	TRUE	mek1
ERK2-R-E	0.046616451871202	0.0202706348237834	1.09721742247478	0.272960531942146	0.33387871455704	-7.36149755590082	0.272960531942146	0.33387871455704	1.09721742247478	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ERK2-R-E	ERK2	MAPK1	total	unique	curated_rppa_dict	TRUE	erk2
JNK2-R-C	0.335202468227647	0.0500003741267661	10.6378257235839	1.93261563178824e-24	4.16255674539006e-23	44.1369274188428	1.93261563178824e-24	4.16255674539006e-23	10.6378257235839	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	JNK2-R-C	JNK2	MAPK9	total	unique	curated_rppa_dict	TRUE	jnk2
c-Met-M-E	0.0368455756437559	0.0359699107680534	1.59914158769282	0.110284493338083	0.150373335489389	-6.68654993697257	0.110284493338083	0.150373335489389	1.59914158769282	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	c-Met-M-E	c-Met	MET	total	unique	curated_rppa_dict	TRUE	cmet
Mre11-R-C	-0.111424127736287	-0.0854182881440345	-3.71724623265178	0.00021911426400815	0.000542937999312229	-1.1254328754968	0.00021911426400815	0.000542937999312229	-3.71724623265178	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Mre11-R-C	Mre11	MRE11	total	unique	curated_rppa_dict	TRUE	mre11
CD20-R-C	0.0267591460105207	0.0389003289109105	1.05566277638274	0.291522113239176	0.347967831873094	-7.40616430045378	0.291522113239176	0.347967831873094	1.05566277638274	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	CD20-R-C	CD20	MS4A1	total	unique	curated_rppa_dict	TRUE	cd20
MSH2-M-V	-0.320101456537091	0.0186905542828	-7.98210090596114	6.90046410830423e-15	6.0379060947662e-14	22.3957135211842	6.90046410830423e-15	6.0379060947662e-14	-7.98210090596114	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MSH2-M-V	MSH2	MSH2	total	unique	curated_rppa_dict	TRUE	msh2
MSH6-R-C	-0.584781675184533	0.0797336744076	-10.4172649398271	1.52938036788883e-23	3.05876073577766e-22	42.0986391407453	1.52938036788883e-23	3.05876073577766e-22	-10.4172649398271	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MSH6-R-C	MSH6	MSH6	total	unique	curated_rppa_dict	TRUE	msh6
mTOR-R-V	0.116019524359169	0.0151888219164051	2.46304919780703	0.0140392187906453	0.0250915030265605	-4.94300621449518	0.0140392187906453	0.0250915030265605	2.46304919780703	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	mTOR-R-V	mTOR	MTOR	total	unique	curated_rppa_dict	TRUE	mtor
c-Myc-R-C	-0.119445718551881	-0.00243543952629512	-3.4697541484186	0.000556055850008139	0.00129746365001899	-1.99743175445343	0.000556055850008139	0.00129746365001899	-3.4697541484186	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	c-Myc-R-C	c-Myc	MYC	total	unique	curated_rppa_dict	TRUE	cmyc
MYH11-R-V	0.70496792542934	0.369835336230377	4.28658731457343	2.09503083784045e-05	6.51787371772585e-05	1.09770748697219	2.09503083784045e-05	6.51787371772585e-05	4.28658731457343	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MYH11-R-V	MYH11	MYH11	total	unique	curated_rppa_dict	TRUE	myh11
Myosin-IIa-R-C	-0.143114534247162	-0.100371247074176	-4.12482358201034	4.2017553915779e-05	0.000123841211541243	0.435516822925254	4.2017553915779e-05	0.000123841211541243	-4.12482358201034	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Myosin-IIa-R-C	Myosin-IIa	MYH9	total	unique	curated_rppa_dict	TRUE	myosiniia
NF2-R-C	-0.0443023629250234	0.0384720995160911	-1.59758032621492	0.110631811110051	0.150373335489389	-6.68903636819885	0.110631811110051	0.150373335489389	-1.59758032621492	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	NF2-R-C	NF2	NF2	total	unique	curated_rppa_dict	TRUE	nf2
TTF1-R-V	-0.25202124025	1.2791355965625	-0.667273550585957	0.536291283812157	0.586568591669546	-5.30536663723055	0.536291283812157	0.586568591669546	-0.667273550585957	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	TTF1-R-V	TTF1	NKX2-1	total	unique	curated_rppa_dict	TRUE	ttf1
Notch1-R-V	-0.194083575073424	0.0773827038253532	-8.17317087211419	1.62091293751764e-15	1.62091293751764e-14	23.811149916982	1.62091293751764e-15	1.62091293751764e-14	-8.17317087211419	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Notch1-R-V	Notch1	NOTCH1	total	unique	curated_rppa_dict	TRUE	notch1
N-Ras-M-V	0.00716910901669787	0.0343516145553375	0.340789470191002	0.733374329376834	0.780778753709177	-7.90501485526665	0.733374329376834	0.780778753709177	0.340789470191002	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	N-Ras-M-V	N-Ras	NRAS	total	unique	curated_rppa_dict	TRUE	nras
DJ-1-R-V	0.329139237209242	0.106234288175432	8.95308087692424	3.75375669999099e-18	4.56979076520642e-17	29.8011710053252	3.75375669999099e-18	4.56979076520642e-17	8.95308087692424	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	DJ-1-R-V	DJ-1	PARK7	total	unique	curated_rppa_dict	TRUE	dj1
PARP1-R-V	-0.608711099758445	-0.172617422259828	-6.41104224982599	4.00315499498308e-10	2.1978105854809e-09	11.8467606744168	4.00315499498308e-10	2.1978105854809e-09	-6.41104224982599	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PARP1-R-V	PARP1	PARP1	total	unique	curated_rppa_dict	TRUE	parp1
PCNA-M-C	-0.0630659371470872	-0.0257130096315789	-1.47678673179837	0.14138272600325	0.187148326307548	-6.31768973447287	0.14138272600325	0.187148326307548	-1.47678673179837	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PCNA-M-C	PCNA	PCNA	total	unique	curated_rppa_dict	TRUE	pcna
PDCD4-R-C	-0.29138392672333	-0.107926571979199	-2.90244799317347	0.00383045501158201	0.00755300988199269	-3.77702629880574	0.00383045501158201	0.00755300988199269	-2.90244799317347	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PDCD4-R-C	PDCD4	PDCD4	total	unique	curated_rppa_dict	TRUE	pdcd4
PDK1-R-V	0.232370748855167	-0.00268275371232339	10.1093648143679	2.19570828992295e-22	4.09865547452284e-21	39.44598447352	2.19570828992295e-22	4.09865547452284e-21	10.1093648143679	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PDK1-R-V	PDK1	PDPK1	total	unique	curated_rppa_dict	TRUE	pdk1
PEA15-R-V	0.130605636192772	0.0465794116997645	4.988772127568	7.84576417034537e-07	3.23060877602456e-06	4.24845995259584	7.84576417034537e-07	3.23060877602456e-06	4.988772127568	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PEA15-R-V	PEA15	PEA15	total	unique	curated_rppa_dict	TRUE	pea15
CD31-M-V	-0.189805009598775	-0.160403511896782	-4.21531093815612	2.8548950548887e-05	8.59538296095521e-05	0.802964051827519	2.8548950548887e-05	8.59538296095521e-05	-4.21531093815612	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	CD31-M-V	CD31	PECAM1	total	unique	curated_rppa_dict	TRUE	cd31
