feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	pvalue	padj	stat	layer	significant	direction	comparison	reference	contrast	method	protein_label	protein_base	gene	feature_type	mapping_class	mapping_source	include_in_gene_level_concordance	protein_key
ARID1A-M-V	0.0203535500100455	-0.0313868198630298	0.92388558248075	0.355895365135007	0.415211259324174	-7.53644211596514	0.355895365135007	0.415211259324174	0.92388558248075	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ARID1A-M-V	ARID1A		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	arid1a
HER2_pY1248-R-C	-0.0905597354819683	0.196054509964286	-0.919430484091239	0.358502500239497	0.416517427664146	-7.26713911610012	0.358502500239497	0.416517427664146	-0.919430484091239	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	HER2_pY1248-R-C	HER2_pY1248		phospho	unmapped		FALSE	her2py1248
GSK3-alpha-beta_pS21_S9-R-V	0.0550372273806989	0.115916692872449	0.901781834197171	0.36751326238764	0.425221956481567	-7.55660043128129	0.36751326238764	0.425221956481567	0.901781834197171	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GSK3-alpha-beta_pS21_S9-R-V	GSK3-alpha-beta_pS21_S9		phospho	unmapped		FALSE	gsk3alphabetaps21s9
Bcl-xL-R-V	0.0253237005169784	0.0391543930014286	0.899094988271579	0.369219062218909	0.425437602556767	-7.28560048685979	0.369219062218909	0.425437602556767	0.899094988271579	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Bcl-xL-R-V	Bcl-xL	BCL2L1	total	unique	curated_rppa_dict	TRUE	bclxl
Rictor_pT1135-R-V	0.0213915718625486	-0.0125678720671115	0.880959203541781	0.378671826555944	0.4345414403101	-7.57514500618626	0.378671826555944	0.4345414403101	0.880959203541781	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rictor_pT1135-R-V	Rictor_pT1135		phospho	unmapped		FALSE	rictorpt1135
Caspase-9-R-E	0.29732981475	0.3768853128125	0.928389723470937	0.39887008993967	0.455851531359623	-5.12214057428209	0.39887008993967	0.455851531359623	0.928389723470937	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Caspase-9-R-E	Caspase-9	CASP9	total	unique	curated_rppa_dict	TRUE	caspase9
ATM-R-E	0.284862404083333	-0.3026327821875	0.908170688563236	0.408420696337163	0.463721320161022	-5.13779802137896	0.408420696337163	0.463721320161022	0.908170688563236	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ATM-R-E	ATM	ATM	total	unique	curated_rppa_dict	TRUE	atm
Bap1-c-4-M-V	-0.0218953166200241	-0.0025737913999215	-0.826078653577146	0.409068450284902	0.463721320161022	-7.62195075283036	0.409068450284902	0.463721320161022	-0.826078653577146	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Bap1-c-4-M-V	Bap1-c-4	BAP1	total	unique	curated_rppa_dict	TRUE	bap1c4
YB-1-R-V	-0.0274135708778276	0.0113238167429356	-0.806416568538993	0.420303351106995	0.474536041572414	-7.63798918444019	0.420303351106995	0.474536041572414	-0.806416568538993	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	YB-1-R-V	YB-1	YBX1	total	unique	curated_rppa_dict	TRUE	yb1
YAP_pS127-R-C	-0.0423528116803503	0.12287556994686	-0.790811941927788	0.429355332041486	0.482809208721349	-7.6352460523397	0.429355332041486	0.482809208721349	-0.790811941927788	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	YAP_pS127-R-C	YAP_pS127		phospho	unmapped		FALSE	yapps127
PCNA-M-V	-0.0209569981186729	0.0435485068832528	-0.777661878274445	0.437064221611784	0.489511928205199	-7.64555255306508	0.437064221611784	0.489511928205199	-0.777661878274445	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PCNA-M-V	PCNA	PCNA	total	unique	curated_rppa_dict	TRUE	pcna
Rab25-R-V	0.0330172443783429	0.0247913303967818	0.766508906957765	0.443657228748512	0.494451681300435	-7.66935648521928	0.443657228748512	0.494451681300435	0.766508906957765	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rab25-R-V	Rab25	RAB25	total	unique	curated_rppa_dict	TRUE	rab25
HER2-M-V	0.0700713170926381	0.155147891289246	0.764240717590975	0.445006513170391	0.494451681300435	-7.67109156223615	0.445006513170391	0.494451681300435	0.764240717590975	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	HER2-M-V	HER2	ERBB2	total	unique	curated_rppa_dict	TRUE	her2
p62-LCK-ligand-M-C	0.726720453416666	0.1467350798125	0.765740239404323	0.480893616065284	0.532214278649326	-5.24140303260515	0.480893616065284	0.532214278649326	0.765740239404323	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p62-LCK-ligand-M-C	p62-LCK-ligand		total	unmapped		FALSE	p62lckligand
Bak-R-C	0.0187140714138961	0.0912552350974236	0.682038172371344	0.495468848728704	0.546186132456839	-7.71531011340599	0.495468848728704	0.546186132456839	0.682038172371344	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Bak-R-C	Bak	BAK1	total	unique	curated_rppa_dict	TRUE	bak
GSK3-alpha-beta-M-V	-0.024573751532934	0.00633511181514915	-0.67561024263471	0.499533070668817	0.548506901126544	-7.73487098127925	0.499533070668817	0.548506901126544	-0.67561024263471	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GSK3-alpha-beta-M-V	GSK3-alpha-beta		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	gsk3alphabeta
TTF1-R-V	-0.25202124025	1.2791355965625	-0.667273550585957	0.536291283812157	0.586568591669546	-5.30536663723055	0.536291283812157	0.586568591669546	-0.667273550585957	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	TTF1-R-V	TTF1	NKX2-1	total	unique	curated_rppa_dict	TRUE	ttf1
EGFR_pY1173-R-V	0.0165828141458238	0.0431778477711931	0.581625712050919	0.56102437157904	0.611232778374051	-7.79393688426769	0.56102437157904	0.611232778374051	0.581625712050919	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	EGFR_pY1173-R-V	EGFR_pY1173		phospho	unmapped		FALSE	egfrpy1173
HER2_pY1248-R-V	-0.0496444854242922	0.155448418353598	-0.577154573950377	0.564156794039136	0.612263187329295	-7.57115828942049	0.564156794039136	0.612263187329295	-0.577154573950377	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	HER2_pY1248-R-V	HER2_pY1248		phospho	unmapped		FALSE	her2py1248
Beclin-G-C	0.0187963661746316	-0.00473709929999999	0.536354789277968	0.592338652898403	0.640366111241517	-7.25969369753251	0.592338652898403	0.640366111241517	0.536354789277968	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Beclin-G-C	Beclin	BECN1	total	unique	curated_rppa_dict	TRUE	beclin
eIF4E-R-V	0.0113394509505421	0.0422429063661696	0.478333725545991	0.632576651445876	0.68123639386479	-7.84867591822481	0.632576651445876	0.68123639386479	0.478333725545991	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	eIF4E-R-V	eIF4E	EIF4E	total	unique	curated_rppa_dict	TRUE	eif4e
p62-LCK-ligand-M-E	0.0290488363017535	0.0748038353967818	0.366154923299305	0.714370925778955	0.766374939532979	-7.89604723648311	0.714370925778955	0.766374939532979	0.366154923299305	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p62-LCK-ligand-M-E	p62-LCK-ligand		total	unmapped		FALSE	p62lckligand
Chk2-M-E	0.199956723083333	-0.1921564199375	0.364572198320945	0.731429251410982	0.780778753709177	-5.45462731442333	0.731429251410982	0.780778753709177	0.364572198320945	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Chk2-M-E	Chk2	CHEK2	total	unique	curated_rppa_dict	TRUE	chk2
N-Ras-M-V	0.00716910901669787	0.0343516145553375	0.340789470191002	0.733374329376834	0.780778753709177	-7.90501485526665	0.733374329376834	0.780778753709177	0.340789470191002	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	N-Ras-M-V	N-Ras	NRAS	total	unique	curated_rppa_dict	TRUE	nras
alpha-Catenin-M-V	0.103369599416667	0.0759660083125	0.340000788410222	0.748681484610759	0.794056120041714	-5.46323030715854	0.748681484610759	0.794056120041714	0.340000788410222	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	alpha-Catenin-M-V	alpha-Catenin	CTNNA1	total	unique	curated_rppa_dict	TRUE	alphacatenin
E-Cadherin-R-V	-0.0276634840585995	-0.227036185383438	-0.27510414651004	0.783325342207236	0.826703711073866	-7.92524705994063	0.783325342207236	0.826703711073866	-0.27510414651004	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	E-Cadherin-R-V	E-Cadherin	CDH1	total	unique	curated_rppa_dict	TRUE	ecadherin
PEA15_pS116-R-V	-0.00775908581406771	0.0407183808355573	-0.272444414215925	0.785368525520173	0.826703711073866	-7.92597541647078	0.785368525520173	0.826703711073866	-0.272444414215925	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PEA15_pS116-R-V	PEA15_pS116		phospho	unmapped		FALSE	pea15ps116
DUSP4-R-V	0.0188674728004952	-0.0622692499925431	0.256214810388096	0.797867609875034	0.836715096498163	-7.93026653592962	0.797867609875034	0.836715096498163	0.256214810388096	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	DUSP4-R-V	DUSP4	DUSP4	total	unique	curated_rppa_dict	TRUE	dusp4
p21-R-V	-0.0100813632770969	0.00451581602631579	-0.217233694607519	0.828258532958287	0.865344735926568	-7.38002194245519	0.828258532958287	0.865344735926568	-0.217233694607519	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p21-R-V	p21	CDKN1A	total	unique	curated_rppa_dict	TRUE	p21
p38_pT180_Y182-R-V	-0.0114739986600054	0.0616606358371272	-0.212771504716343	0.83157319311175	0.865578044874684	-7.94045666715835	0.83157319311175	0.865578044874684	-0.212771504716343	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p38_pT180_Y182-R-V	p38_pT180_Y182		phospho	unmapped		FALSE	p38pt180y182
ERCC1-M-E	-0.00548590912367441	-0.00509607138947368	-0.199027130552141	0.842453620788777	0.873655606743917	-7.38381644379446	0.842453620788777	0.873655606743917	-0.199027130552141	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ERCC1-M-E	ERCC1	ERCC1	total	unique	curated_rppa_dict	TRUE	ercc1
p70S6K_pT389-R-V	0.0061360258257462	-0.0116939241393249	0.193376934598065	0.84672535820606	0.874845388552387	-7.94439644125737	0.84672535820606	0.874845388552387	0.193376934598065	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p70S6K_pT389-R-V	p70S6K_pT389		phospho	unmapped		FALSE	p70s6kpt389
GSK3_pS9-R-V	0.011641847666477	0.0826746085765306	0.18459134600748	0.853608265862626	0.878714391329174	-7.94605731419662	0.853608265862626	0.878714391329174	0.18459134600748	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GSK3_pS9-R-V	GSK3_pS9		phospho	unmapped		FALSE	gsk3ps9
Axl-R-V	-0.00500293774973228	-0.0168347335796703	-0.168978329411215	0.865867275277007	0.88806900028411	-7.94881836906473	0.865867275277007	0.88806900028411	-0.168978329411215	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Axl-R-V	Axl		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	axl
IRF-1-R-C	-0.00321004233389096	-0.0254177467900314	-0.146933144515575	0.883231233432289	0.902572063361464	-7.95230171500709	0.883231233432289	0.902572063361464	-0.146933144515575	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	IRF-1-R-C	IRF-1	IRF1	total	unique	curated_rppa_dict	TRUE	irf1
14-3-3_zeta-R-V	-0.00587286610813145	0.0786947527091837	-0.142761883729384	0.886523339581327	0.902641945755533	-7.95290612082098	0.886523339581327	0.902641945755533	-0.142761883729384	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	14-3-3_zeta-R-V	14-3-3_zeta	YWHAZ	total	unique	curated_rppa_dict	TRUE	1433zeta
EPPK1-M-C	-0.0111951655009169	-0.10552394413383	-0.0857594494821077	0.931684562706039	0.945187237527866	-7.95942158337748	0.931684562706039	0.945187237527866	-0.0857594494821077	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	EPPK1-M-C	EPPK1	EPPK1	total	unique	curated_rppa_dict	TRUE	eppk1
YAP-R-V	-0.0023136097142781	0.051660685136876	-0.0668823023284545	0.946696906567718	0.956949941656899	-7.94566254253459	0.946696906567718	0.956949941656899	-0.0668823023284545	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	YAP-R-V	YAP	YAP1	total	unique	curated_rppa_dict	TRUE	yap
Rb_pS807_S811-R-V	-0.00274597350930925	0.029834705316719	-0.0483014553535093	0.961491119178723	0.968408321474973	-7.96193334209805	0.961491119178723	0.968408321474973	-0.0483014553535093	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rb_pS807_S811-R-V	Rb_pS807_S811		phospho	unmapped		FALSE	rbps807s811
cIAP-R-V	-0.000366422006746067	-0.0465880876181319	-0.0140361912945811	0.988805497826494	0.989441926188233	-7.96300175268175	0.988805497826494	0.989441926188233	-0.0140361912945811	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	cIAP-R-V	cIAP		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	ciap
Bid-R-C	0.000350737251164468	0.0472526172978808	0.0132381595001829	0.989441926188233	0.989441926188233	-7.96301263970235	0.989441926188233	0.989441926188233	0.0132381595001829	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Bid-R-C	Bid	BID	total	unique	curated_rppa_dict	TRUE	bid
